,1,2,3,4,5,6,7,8,9
1,1.0,0.988,0.835,0.833,0.825,0.842,0.999,0.995,0.825
2,0.156,1.0,0.226,0.208,0.103,0.372,0.93,0.58,0.103
3,0.134,0.28,1.0,0.319,0.127,0.291,0.604,0.291,0.127
4,0.272,0.441,0.591,1.0,0.266,0.46,0.696,0.432,0.266
5,0.999,0.999,0.999,0.999,1.0,0.999,1.0,0.999,0.999
6,0.106,0.304,0.193,0.171,0.095,1.0,0.667,0.348,0.095
7,0.008,0.163,0.037,0.027,0.002,0.166,1.0,0.175,0.001
8,0.091,0.386,0.127,0.117,0.041,0.315,1.0,1.0,0.041
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
